C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Acorde
-4.3,-28.4,-22.2,-38.1,-11.9,-28.7,-31.3,-10.5,-27.4,-30.0,-34.8,-11.3,1.0
-4.0,-35.0,-23.2,-40.3,-10.2,-27.8,-35.5,-7.7,-35.3,-31.6,-36.6,-22.7,1.0
-3.8,-36.0,-20.6,-34.4,-7.9,-27.2,-36.1,-7.9,-34.2,-30.9,-37.5,-30.5,1.0
-4.0,-30.2,-17.8,-35.5,-11.7,-28.0,-34.0,-9.0,-31.1,-32.8,-33.2,-14.9,1.0
-5.6,-31.5,-23.1,-35.1,-12.5,-28.2,-34.7,-12.2,-26.6,-34.5,-35.1,-13.0,1.0
-4.3,-32.1,-27.0,-35.6,-12.4,-29.1,-28.6,-11.3,-24.4,-27.5,-33.5,-15.3,1.0
-4.0,-31.4,-18.0,-35.2,-10.7,-25.1,-32.6,-9.0,-31.2,-31.8,-31.8,-18.1,1.0
-4.9,-24.9,-20.4,-27.6,-12.2,-29.1,-30.1,-10.7,-35.1,-30.4,-28.3,-13.2,1.0
-5.2,-31.9,-23.3,-31.7,-13.8,-24.9,-29.1,-8.7,-27.9,-27.8,-33.6,-13.9,1.0
-4.8,-30.7,-20.3,-36.1,-10.9,-20.8,-30.2,-11.0,-25.9,-25.2,-31.9,-14.1,1.0
-4.5,-36.3,-38.3,-38.0,-10.0,-10.7,-33.1,-7.1,-32.5,-30.7,-37.9,-29.7,1.0
-5.7,-36.8,-25.2,-28.9,-12.2,-5.1,-30.5,-8.8,-34.2,-32.4,-35.2,-21.0,1.0
-5.1,-40.6,-21.7,-33.3,-7.4,-32.7,-31.6,-12.9,-33.9,-34.4,-35.9,-17.9,1.0
-4.3,-37.8,-17.8,-38.9,-9.7,-31.0,-33.6,-12.8,-32.3,-25.7,-30.9,-18.1,1.0
-3.8,-34.0,-26.1,-39.2,-7.5,-33.6,-34.1,-9.7,-33.0,-25.7,-29.1,-20.5,1.0
-5.4,-32.9,-22.3,-32.5,-5.8,-30.1,-35.7,-9.6,-26.9,-28.4,-35.5,-21.3,1.0
-4.2,-36.7,-22.6,-34.5,-7.6,-33.4,-33.2,-10.0,-36.7,-36.1,-30.8,-21.0,1.0
-3.3,-37.8,-23.4,-38.2,-9.4,-31.8,-34.5,-12.1,-28.6,-23.9,-32.0,-18.5,1.0
-4.3,-36.2,-18.8,-39.6,-10.2,-31.0,-31.7,-9.5,-34.0,-25.2,-29.9,-17.5,1.0
-4.3,-34.5,-20.2,-37.8,-7.2,-34.4,-29.1,-10.8,-28.0,-24.0,-29.1,-20.7,1.0
-16.8,-37.2,-19.3,-33.0,-4.8,-26.0,-30.5,-8.7,-27.7,-25.1,-33.3,-19.9,1.0
-3.9,-37.1,-20.4,-38.6,-8.4,-34.5,-33.5,-13.9,-31.0,-23.2,-30.5,-18.6,1.0
-6.6,-36.8,-16.6,-32.1,-7.3,-28.4,-30.8,-7.4,-31.5,-23.4,-33.5,-18.6,1.0
-7.2,-34.7,-21.3,-35.6,-6.3,-32.0,-31.9,-8.3,-26.8,-23.8,-31.4,-18.2,1.0
-5.1,-32.7,-25.3,-25.1,-11.4,-28.1,-31.6,-12.2,-31.7,-30.5,-35.6,-13.0,1.0
-6.7,-33.8,-21.0,-32.0,-14.9,-26.5,-32.4,-8.9,-27.7,-26.4,-22.1,-13.6,1.0
-9.4,-32.4,-24.6,-23.5,-15.8,-7.8,-33.6,-10.0,-25.6,-17.7,-23.0,-20.7,1.0
-10.0,-31.3,-21.3,-29.4,-12.4,-28.3,-30.0,-7.5,-27.4,-22.3,-33.3,-20.7,1.0
-5.6,-36.4,-26.3,-32.8,-16.2,-25.9,-33.8,-10.3,-23.8,-29.7,-24.4,-14.1,1.0
-9.3,-33.9,-25.2,-27.3,-10.8,-28.2,-34.2,-8.3,-27.0,-22.0,-27.2,-14.6,1.0
-9.1,-29.5,-23.7,-28.3,-11.8,-29.2,-28.2,-10.1,-27.0,-21.1,-33.1,-14.5,1.0
-7.4,-31.9,-28.6,-34.3,-15.3,-16.9,-32.2,-8.5,-22.6,-26.1,-23.0,-10.5,1.0
-5.6,-34.0,-27.7,-34.3,-11.9,-28.8,-31.0,-8.2,-21.8,-26.8,-32.4,-13.2,1.0
-5.6,-34.1,-24.0,-25.1,-9.8,-28.2,-34.1,-7.2,-22.9,-24.9,-31.0,-13.6,1.0
-2.7,-33.8,-20.9,-36.5,-12.5,-28.6,-29.4,-11.5,-24.7,-35.1,-37.3,-13.9,1.0
-3.0,-33.9,-22.6,-32.2,-12.4,-28.9,-35.6,-11.7,-26.5,-25.5,-36.5,-14.5,1.0
-3.3,-35.4,-25.8,-33.8,-14.1,-22.3,-27.8,-12.3,-24.3,-23.8,-35.2,-16.3,1.0
-2.9,-34.2,-23.2,-39.2,-15.0,-26.7,-26.6,-13.5,-26.8,-25.4,-35.1,-15.8,1.0
-6.2,-36.9,-29.1,-36.9,-18.4,-3.7,-24.5,-13.6,-25.5,-25.1,-38.8,-20.6,1.0
-2.6,-35.1,-26.1,-34.4,-14.0,-27.7,-33.8,-14.5,-28.4,-27.3,-34.6,-14.5,1.0
-2.4,-30.5,-24.3,-36.9,-12.5,-29.3,-32.7,-10.3,-26.0,-27.4,-35.6,-17.6,1.0
-2.7,-34.7,-28.2,-42.8,-14.0,-25.7,-28.9,-12.9,-28.8,-23.4,-36.2,-14.8,1.0
-2.6,-34.5,-25.9,-33.6,-15.1,-30.1,-31.2,-10.4,-24.4,-31.2,-31.5,-15.2,1.0
-3.1,-31.5,-26.6,-27.9,-13.6,-29.3,-33.5,-10.7,-25.7,-30.2,-34.4,-15.2,1.0
-2.8,-34.4,-30.4,-38.8,-12.9,-28.5,-31.0,-11.3,-24.1,-27.8,-38.6,-14.5,1.0
-2.4,-35.4,-23.5,-37.2,-11.4,-26.0,-30.2,-11.1,-24.5,-27.4,-37.5,-17.0,1.0
-2.4,-36.4,-27.7,-37.2,-13.2,-27.5,-31.8,-12.8,-26.8,-38.2,-37.9,-15.2,1.0
-2.2,-36.1,-28.6,-38.5,-15.7,-25.6,-34.8,-11.3,-26.8,-35.4,-37.6,-17.4,1.0
-2.4,-36.3,-24.8,-39.4,-16.4,-30.6,-35.7,-11.3,-27.4,-27.1,-36.4,-17.8,1.0
-2.3,-37.7,-27.5,-38.0,-14.9,-28.9,-30.2,-11.9,-25.0,-26.1,-36.7,-15.9,1.0
-3.6,-39.3,-26.2,-39.3,-16.2,-5.0,-35.3,-14.3,-25.9,-33.9,-38.7,-18.9,1.0
-3.1,-32.9,-29.8,-32.6,-13.1,-26.0,-33.4,-12.4,-22.0,-31.4,-36.2,-14.7,1.0
-2.6,-35.6,-25.5,-40.8,-12.9,-30.2,-28.6,-11.4,-36.7,-30.1,-34.4,-15.2,1.0
-2.5,-36.6,-28.5,-37.6,-14.3,-25.6,-36.2,-12.5,-29.4,-32.6,-38.0,-20.7,1.0
-3.2,-34.8,-24.7,-32.4,-14.2,-26.0,-28.6,-11.5,-27.6,-25.8,-36.9,-16.3,1.0
-2.8,-33.5,-27.0,-40.9,-13.3,-25.9,-34.8,-11.2,-26.9,-22.4,-38.9,-16.6,1.0
-2.5,-35.5,-27.5,-39.7,-14.3,-26.1,-28.9,-13.2,-27.1,-35.1,-35.3,-14.9,1.0
-4.8,-37.2,-32.8,-31.1,-17.3,-4.5,-29.7,-14.9,-30.2,-29.8,-35.5,-21.3,1.0
-2.0,-35.4,-24.0,-36.5,-13.1,-29.8,-27.8,-12.2,-25.1,-29.1,-35.7,-17.4,1.0
-2.2,-34.9,-27.6,-40.0,-12.9,-29.9,-31.3,-12.6,-26.7,-27.5,-37.3,-19.9,1.0
-1.8,-37.2,-24.4,-40.5,-16.2,-27.5,-37.7,-13.1,-25.6,-33.3,-36.4,-16.5,1.0
-2.1,-37.6,-26.4,-38.9,-13.2,-29.5,-26.3,-11.6,-31.5,-26.6,-37.4,-18.1,1.0
-4.8,-37.4,-22.2,-30.4,-14.5,-26.2,-27.0,-11.6,-23.5,-23.8,-33.2,-20.5,1.0
-4.5,-37.8,-30.4,-32.7,-18.3,-14.7,-25.9,-12.5,-21.9,-26.8,-32.8,-15.4,1.0
-3.1,-36.9,-27.5,-31.5,-14.3,-26.2,-35.3,-10.8,-25.1,-29.4,-35.4,-18.3,1.0
-3.9,-34.8,-31.8,-36.5,-14.9,-29.2,-32.2,-12.1,-24.7,-28.6,-33.7,-15.6,1.0
-2.9,-35.5,-25.2,-32.6,-11.3,-26.9,-33.0,-8.5,-28.9,-31.5,-39.4,-29.6,1.0
-1.9,-34.2,-21.4,-39.8,-13.1,-29.0,-27.8,-10.9,-26.5,-24.9,-35.5,-22.5,1.0
-2.5,-35.5,-22.2,-39.2,-13.8,-29.3,-32.0,-12.8,-24.6,-28.5,-37.1,-21.5,1.0
-4.7,-38.5,-28.0,-37.6,-16.3,-12.7,-26.5,-14.0,-28.8,-25.4,-35.7,-23.6,1.0
-6.7,-38.1,-22.7,-37.2,-16.4,-3.3,-27.4,-14.1,-26.7,-29.8,-40.8,-19.7,1.0
-2.8,-36.0,-25.9,-38.2,-12.1,-28.8,-35.8,-11.5,-24.9,-28.4,-35.2,-17.2,1.0
-3.0,-35.8,-22.5,-29.9,-15.0,-24.7,-24.1,-11.3,-24.5,-28.1,-37.1,-18.8,1.0
-25.0,-29.2,-20.4,-27.7,-10.7,-20.2,-26.2,-7.6,-18.4,-20.2,-27.1,-14.5,1.0
-5.5,-39.5,-30.8,-38.0,-17.1,-3.5,-26.2,-16.5,-28.8,-30.7,-39.9,-21.1,1.0
-3.9,-32.8,-28.9,-37.7,-14.4,-15.7,-27.8,-10.6,-23.0,-32.6,-32.9,-19.5,1.0
-3.3,-34.3,-23.1,-32.2,-13.7,-24.1,-33.0,-10.2,-23.7,-31.2,-34.0,-20.3,1.0
-2.2,-39.4,-24.2,-42.3,-14.3,-27.7,-27.1,-12.4,-27.7,-23.6,-38.1,-22.1,1.0
-3.9,-36.1,-24.4,-39.3,-16.5,-7.2,-30.4,-14.9,-30.2,-25.9,-35.3,-21.8,1.0
-3.2,-35.6,-19.9,-39.4,-13.4,-27.3,-33.5,-11.6,-24.5,-34.0,-32.9,-19.5,1.0
-2.4,-34.6,-22.8,-40.7,-13.9,-28.0,-31.8,-13.7,-22.2,-31.1,-36.5,-19.8,1.0
-2.7,-34.5,-23.0,-35.9,-17.5,-28.6,-34.3,-11.2,-26.7,-29.5,-34.4,-20.6,1.0
-4.8,-37.9,-25.1,-32.3,-16.5,-28.6,-29.0,-9.8,-21.6,-21.2,-30.4,-18.4,1.0
-3.3,-33.8,-19.0,-36.9,-14.6,-28.4,-32.7,-10.6,-19.9,-26.8,-33.4,-21.0,1.0
-31.8,-25.2,-4.0,-38.0,-33.2,-29.7,-10.9,-28.1,-29.2,-6.4,-24.6,-38.5,2.0
-32.6,-24.1,-2.5,-32.2,-31.2,-32.4,-16.8,-25.7,-26.7,-9.0,-27.3,-36.3,2.0
-30.4,-24.7,-2.1,-34.4,-29.8,-33.1,-16.5,-26.3,-31.2,-9.2,-27.8,-34.9,2.0
-28.3,-21.1,-3.4,-36.3,-30.5,-31.2,-14.6,-21.6,-32.8,-8.5,-26.2,-37.2,2.0
-35.9,-25.4,-2.4,-32.8,-25.7,-33.8,-17.3,-25.7,-28.4,-9.4,-35.0,-37.3,2.0
-33.7,-31.1,-1.9,-36.2,-20.8,-34.6,-18.2,-28.0,-32.7,-12.6,-35.1,-34.7,2.0
-37.0,-24.8,-2.0,-37.3,-31.2,-33.5,-19.0,-25.0,-31.9,-10.8,-32.3,-36.2,2.0
-37.3,-22.7,-3.5,-32.3,-23.5,-32.6,-17.5,-26.6,-28.7,-8.6,-28.8,-35.6,2.0
-38.9,-27.5,-1.8,-35.3,-22.6,-31.7,-18.5,-28.9,-31.7,-11.8,-34.3,-38.2,2.0
-38.5,-27.9,-3.8,-38.1,-27.8,-29.4,-13.8,-27.1,-29.6,-5.7,-31.4,-44.6,2.0
-31.3,-23.1,-2.6,-33.0,-25.5,-32.4,-17.3,-29.4,-30.4,-10.4,-34.5,-34.1,2.0
-29.2,-27.3,-3.1,-37.2,-27.7,-32.4,-15.7,-26.9,-29.5,-8.0,-29.7,-32.9,2.0
-36.7,-27.9,-2.2,-34.8,-24.4,-31.4,-13.8,-25.5,-29.9,-8.2,-32.1,-37.1,2.0
-34.9,-22.7,-2.3,-35.0,-23.8,-32.8,-16.2,-28.9,-30.9,-10.6,-31.8,-36.7,2.0
-36.4,-25.2,-3.2,-36.5,-21.0,-31.0,-18.0,-25.1,-28.7,-8.8,-30.5,-31.9,2.0
-34.6,-24.2,-2.9,-34.7,-25.7,-32.2,-15.3,-25.5,-30.1,-9.0,-38.7,-36.3,2.0
-37.1,-25.0,-2.7,-35.7,-23.0,-32.6,-17.0,-26.2,-31.5,-10.3,-31.8,-38.3,2.0
-36.4,-23.5,-1.8,-32.8,-23.5,-32.8,-20.0,-28.4,-29.4,-11.1,-32.0,-39.1,2.0
-35.2,-23.1,-1.9,-35.5,-26.7,-33.6,-16.8,-29.3,-33.1,-10.8,-37.8,-39.3,2.0
-37.4,-23.6,-2.6,-35.4,-32.9,-32.9,-19.4,-26.2,-27.1,-10.3,-31.7,-33.3,2.0
-37.2,-22.4,-1.9,-34.4,-24.8,-32.6,-19.9,-28.3,-31.7,-11.4,-34.7,-37.5,2.0
-35.6,-24.7,-1.8,-37.8,-28.6,-33.5,-18.5,-27.9,-36.6,-11.0,-34.9,-40.4,2.0
-33.7,-20.9,-4.6,-37.6,-23.5,-29.9,-17.4,-23.8,-29.0,-8.6,-33.6,-37.0,2.0
-29.9,-30.0,-3.5,-37.1,-25.2,-30.1,-13.9,-31.5,-31.5,-8.0,-30.8,-34.7,2.0
-32.3,-24.7,-3.4,-38.3,-26.8,-30.6,-18.0,-28.3,-31.2,-9.9,-32.8,-31.8,2.0
-32.8,-26.5,-1.6,-36.9,-28.3,-32.3,-20.4,-26.9,-32.5,-10.5,-32.4,-39.0,2.0
-34.5,-26.4,-2.1,-34.7,-25.6,-31.7,-20.9,-29.6,-29.4,-11.4,-36.3,-27.0,2.0
-31.7,-23.7,-3.1,-37.8,-25.0,-31.1,-18.2,-25.7,-31.6,-9.3,-30.1,-37.7,2.0
-35.7,-27.0,-3.3,-33.9,-23.5,-30.1,-17.3,-26.6,-28.9,-7.5,-36.7,-35.0,2.0
-33.2,-24.5,-2.0,-35.2,-23.7,-31.9,-19.3,-25.8,-32.2,-10.5,-35.3,-35.2,2.0
-33.3,-26.8,-1.9,-35.6,-25.3,-32.4,-22.4,-28.9,-30.6,-11.5,-34.1,-32.5,2.0
-34.7,-27.8,-3.2,-35.3,-16.9,-31.6,-27.3,-25.7,-31.7,-13.4,-35.8,-37.1,2.0
-34.7,-22.8,-3.4,-30.5,-22.0,-31.2,-19.0,-23.5,-30.1,-9.6,-30.6,-26.6,2.0
-33.1,-30.7,-2.0,-32.6,-23.0,-32.1,-21.6,-25.0,-30.9,-12.7,-37.9,-34.3,2.0
-31.2,-29.3,-4.1,-35.5,-23.2,-33.2,-21.2,-29.0,-32.1,-7.4,-32.0,-31.4,2.0
-30.4,-29.0,-2.1,-35.9,-20.8,-32.5,-25.2,-24.1,-29.0,-12.2,-31.4,-33.8,2.0
-34.6,-26.4,-2.7,-37.3,-28.2,-32.3,-19.5,-26.6,-28.9,-10.8,-33.8,-33.7,2.0
-35.9,-27.0,-2.5,-32.4,-30.1,-31.5,-19.7,-25.0,-28.9,-9.4,-34.9,-34.0,2.0
-32.7,-21.5,-2.9,-35.8,-24.5,-31.1,-20.5,-24.7,-32.4,-9.5,-35.4,-28.5,2.0
-33.2,-22.6,-3.1,-28.5,-25.9,-30.7,-17.6,-26.3,-31.8,-9.3,-36.6,-31.5,2.0
-39.4,-21.5,-4.8,-33.7,-24.6,-29.1,-17.7,-28.4,-26.9,-7.2,-30.9,-26.5,2.0
-35.8,-24.4,-2.9,-35.1,-23.4,-31.1,-21.2,-27.6,-28.3,-9.7,-31.8,-31.4,2.0
-32.9,-24.1,-2.6,-38.9,-23.7,-31.9,-20.0,-24.7,-28.2,-9.4,-34.7,-31.6,2.0
-33.5,-34.0,-3.5,-36.6,-27.1,-28.2,-19.3,-26.6,-30.3,-9.1,-32.7,-32.3,2.0
-33.5,-23.9,-3.2,-35.0,-24.9,-30.6,-18.7,-22.3,-28.9,-8.8,-30.5,-29.3,2.0
-32.6,-24.2,-2.0,-35.9,-25.2,-31.8,-18.6,-26.8,-31.2,-8.8,-32.7,-27.5,2.0
-31.6,-24.9,-2.8,-37.4,-33.7,-30.5,-18.6,-28.4,-29.5,-10.4,-34.7,-36.7,2.0
-32.4,-27.2,-2.6,-34.8,-34.1,-29.6,-15.9,-24.4,-28.6,-7.9,-37.5,-29.5,2.0
-32.9,-27.3,-1.8,-36.9,-26.4,-31.1,-18.9,-32.0,-33.2,-10.5,-38.0,-35.7,2.0
-34.5,-31.4,-2.0,-38.4,-25.6,-30.7,-18.4,-33.0,-32.6,-12.9,-32.0,-32.8,2.0
-34.1,-35.0,-1.9,-36.4,-24.6,-31.1,-20.7,-27.9,-32.1,-14.2,-34.0,-32.1,2.0
-32.6,-36.1,-2.7,-35.6,-25.9,-31.3,-20.3,-27.7,-31.6,-12.2,-35.2,-32.0,2.0
-34.9,-31.7,-3.0,-37.3,-27.9,-30.3,-18.4,-23.7,-32.1,-11.5,-37.9,-37.3,2.0
-32.3,-34.6,-2.4,-35.0,-21.1,-30.4,-19.9,-22.9,-35.7,-11.4,-37.0,-32.4,2.0
-35.4,-34.6,-2.2,-34.4,-24.4,-31.4,-17.7,-29.4,-31.8,-9.6,-36.6,-28.2,2.0
-34.7,-33.2,-1.8,-35.7,-22.5,-30.3,-21.3,-32.5,-30.8,-10.4,-39.9,-34.8,2.0
-28.7,-22.6,-2.9,-36.4,-28.5,-30.4,-16.4,-30.5,-33.1,-9.3,-32.0,-39.6,2.0
-27.5,-28.5,-2.7,-36.2,-24.2,-28.6,-12.2,-28.7,-30.5,-8.6,-29.7,-34.6,2.0
-30.9,-30.2,-2.7,-34.6,-26.9,-32.5,-13.9,-29.4,-26.8,-9.3,-25.8,-37.4,2.0
-37.0,-31.7,-2.1,-32.8,-32.3,-33.9,-15.9,-28.0,-28.1,-16.7,-25.6,-34.9,2.0
-23.9,-31.8,-2.4,-33.3,-28.7,-32.2,-16.1,-25.7,-27.7,-11.8,-26.5,-35.4,2.0
-33.0,-33.0,-2.6,-32.8,-30.2,-32.5,-17.9,-28.7,-26.6,-13.0,-33.2,-39.6,2.0
-31.4,-32.6,-2.4,-34.5,-28.1,-31.0,-16.1,-25.7,-29.6,-11.7,-32.9,-38.6,2.0
-31.5,-28.9,-3.2,-32.3,-25.6,-31.2,-16.7,-26.8,-27.7,-11.6,-25.9,-38.5,2.0
-26.3,-28.7,-3.1,-33.8,-32.8,-31.3,-14.1,-27.2,-32.8,-6.7,-30.9,-35.5,2.0
-33.5,-20.1,-2.8,-34.5,-32.8,-32.0,-15.5,-25.4,-32.7,-9.4,-29.1,-38.6,2.0
-35.4,-20.5,-4.3,-32.8,-29.1,-31.3,-13.4,-25.5,-29.9,-9.5,-28.5,-32.2,2.0
-24.1,-19.0,-3.3,-35.5,-28.7,-31.3,-15.7,-23.3,-31.8,-9.3,-27.3,-40.7,2.0
-33.8,-19.3,-4.1,-33.7,-27.0,-29.1,-14.0,-29.3,-30.5,-9.5,-27.4,-36.5,2.0
-31.9,-21.1,-1.9,-36.9,-33.8,-33.9,-16.2,-24.8,-29.4,-11.4,-30.4,-40.7,2.0
-34.1,-21.2,-1.4,-36.2,-30.1,-32.9,-17.2,-26.9,-38.2,-12.1,-33.3,-39.8,2.0
-31.9,-18.5,-3.2,-33.5,-31.9,-31.2,-14.4,-22.6,-30.2,-8.4,-30.3,-35.7,2.0
-35.7,-18.7,-3.8,-34.8,-29.2,-31.6,-15.4,-25.4,-27.5,-8.9,-28.1,-38.0,2.0
-30.4,-22.5,-1.9,-34.6,-29.5,-33.6,-17.3,-29.4,-29.6,-11.4,-28.7,-34.2,2.0
-25.6,-21.0,-2.7,-36.6,-35.5,-33.0,-15.3,-26.3,-32.2,-10.1,-27.9,-38.2,2.0
-32.0,-21.6,-2.0,-38.8,-27.6,-33.7,-17.7,-27.3,-32.4,-10.5,-33.8,-39.0,2.0
-31.9,-19.9,-1.9,-37.2,-27.3,-31.2,-19.0,-25.1,-34.6,-11.0,-34.6,-37.0,2.0
-33.8,-29.8,-2.6,-35.8,-19.6,-31.6,-17.3,-24.7,-29.8,-13.4,-27.0,-36.3,2.0
-30.9,-30.7,-2.0,-36.1,-22.8,-33.7,-20.5,-27.2,-31.6,-15.3,-28.2,-37.0,2.0
-28.4,-21.3,-2.5,-37.2,-37.5,-33.0,-17.2,-25.0,-31.7,-10.4,-28.9,-34.9,2.0
-32.0,-21.0,-2.4,-34.2,-31.3,-32.0,-15.9,-27.2,-33.0,-11.2,-27.1,-34.6,2.0
-31.4,-21.0,-2.0,-36.0,-28.5,-33.9,-18.0,-25.8,-30.4,-10.1,-25.9,-34.6,2.0
-31.2,-20.8,-2.1,-34.2,-35.0,-32.7,-16.9,-28.8,-30.8,-11.1,-30.0,-37.9,2.0
-31.2,-20.4,-2.6,-38.1,-29.9,-32.5,-18.5,-27.7,-28.2,-10.9,-28.3,-38.1,2.0
-30.6,-30.7,-2.7,-35.1,-30.4,-30.9,-18.6,-26.2,-28.8,-11.8,-25.8,-40.6,2.0
-32.3,-28.5,-1.9,-32.1,-31.6,-33.5,-17.9,-24.2,-32.0,-11.3,-30.9,-39.9,2.0
-32.6,-23.9,-1.7,-36.5,-31.2,-32.9,-19.0,-29.7,-32.9,-11.6,-35.6,-35.7,2.0
-27.6,-24.6,-2.1,-35.4,-22.8,-32.4,-17.9,-25.6,-28.8,-14.2,-27.7,-35.4,2.0
-34.8,-25.3,-2.2,-36.7,-27.0,-33.5,-19.6,-28.7,-30.0,-11.7,-30.7,-38.6,2.0
-32.9,-23.0,-3.2,-38.0,-30.4,-33.5,-19.8,-30.3,-31.3,-9.9,-31.3,-38.1,2.0
-31.8,-32.5,-2.2,-34.1,-29.2,-31.7,-20.4,-25.6,-32.7,-11.4,-33.3,-34.3,2.0
-25.6,-26.5,-2.8,-36.1,-27.7,-33.5,-17.5,-26.4,-35.1,-9.6,-29.7,-37.2,2.0
-32.7,-25.5,-2.3,-40.6,-27.8,-32.3,-25.6,-22.4,-27.1,-11.2,-28.1,-37.7,2.0
-31.1,-25.8,-1.4,-36.4,-25.7,-35.7,-18.4,-19.8,-28.7,-13.5,-27.2,-36.6,2.0
-33.4,-26.7,-2.2,-35.5,-30.4,-30.7,-15.3,-32.3,-30.3,-10.8,-28.9,-38.7,2.0
-33.2,-23.3,-3.3,-29.8,-23.6,-31.4,-21.5,-21.2,-25.2,-9.3,-26.4,-37.6,2.0
-31.0,-21.9,-2.3,-34.6,-27.3,-31.0,-17.3,-28.6,-30.8,-9.7,-32.7,-37.3,2.0
-34.4,-23.1,-3.3,-34.2,-21.7,-30.8,-20.6,-20.2,-26.1,-9.0,-29.5,-35.9,2.0
-32.8,-25.2,-2.1,-35.8,-24.6,-29.0,-20.2,-23.4,-32.5,-10.8,-26.9,-33.3,2.0
-31.7,-22.8,-1.6,-36.7,-24.2,-34.1,-23.4,-25.3,-35.1,-11.2,-28.4,-30.7,2.0
-35.9,-20.3,-8.0,-36.2,-20.6,-31.2,-14.3,-25.5,-34.5,-3.6,-28.7,-38.5,2.0
-35.2,-25.5,-3.3,-41.1,-33.8,-28.3,-16.8,-29.4,-32.6,-11.9,-31.5,-39.0,2.0
-34.3,-22.0,-1.7,-33.1,-28.2,-30.5,-16.4,-29.8,-32.1,-10.2,-25.8,-36.3,2.0
-31.6,-22.1,-2.5,-35.4,-25.1,-30.2,-16.5,-28.9,-28.6,-8.4,-19.4,-31.7,2.0
-32.3,-26.7,-2.4,-34.0,-19.9,-29.7,-14.4,-27.5,-32.3,-10.3,-23.0,-31.6,2.0
-32.6,-25.1,-1.8,-31.3,-21.6,-31.6,-17.0,-27.8,-30.1,-10.5,-27.3,-36.0,2.0
-31.5,-27.2,-2.6,-32.3,-20.5,-31.3,-15.0,-26.1,-28.7,-10.0,-22.7,-35.4,2.0
-32.0,-24.2,-3.4,-38.9,-20.3,-32.7,-20.1,-28.8,-33.1,-8.5,-19.2,-35.3,2.0
-31.1,-27.9,-2.0,-33.9,-21.3,-34.0,-16.6,-31.6,-33.8,-16.5,-28.4,-35.1,2.0
-33.3,-23.8,-4.3,-33.0,-26.1,-31.0,-14.5,-27.7,-30.2,-10.0,-33.3,-37.4,2.0
-31.7,-23.6,-2.2,-40.3,-21.9,-34.4,-17.8,-31.5,-32.3,-17.2,-27.3,-38.6,2.0
-30.3,-24.7,-3.4,-37.5,-20.1,-29.2,-15.9,-30.3,-31.0,-9.0,-20.5,-37.4,2.0
-31.1,-27.4,-2.1,-40.8,-21.9,-33.7,-20.7,-30.3,-31.8,-15.1,-22.1,-36.4,2.0
-32.9,-27.0,-2.9,-36.2,-24.1,-33.4,-18.8,-33.0,-31.8,-13.3,-25.1,-39.8,2.0
-35.7,-22.8,-4.1,-31.7,-27.7,-30.0,-17.9,-29.5,-31.0,-10.2,-19.7,-34.9,2.0
-33.8,-25.4,-1.8,-37.6,-21.4,-30.5,-16.8,-28.1,-31.3,-11.4,-23.9,-32.8,2.0
-33.0,-25.2,-1.8,-39.9,-22.5,-30.9,-18.5,-35.4,-32.0,-11.1,-23.4,-34.2,2.0
-31.5,-23.8,-1.7,-38.5,-21.0,-31.2,-19.3,-32.8,-34.4,-13.5,-21.0,-32.6,2.0
-31.4,-23.1,-2.4,-30.6,-24.9,-29.4,-15.6,-28.2,-30.5,-8.8,-24.0,-33.7,2.0
-32.5,-32.9,-2.8,-30.6,-28.0,-34.1,-20.0,-27.9,-29.9,-13.1,-32.1,-41.6,2.0
-33.2,-25.7,-1.9,-31.9,-27.7,-30.4,-15.7,-30.9,-30.8,-11.1,-28.3,-40.1,2.0
-28.9,-21.8,-2.3,-36.0,-27.1,-29.0,-17.8,-28.1,-29.2,-10.7,-18.0,-41.3,2.0
-31.1,-27.9,-2.4,-37.4,-22.3,-30.1,-13.3,-27.1,-29.2,-10.0,-34.9,-37.1,2.0
-31.7,-28.9,-3.8,-36.9,-24.1,-29.2,-15.3,-26.4,-29.2,-7.8,-34.9,-40.7,2.0
-31.9,-24.8,-4.7,-37.3,-21.7,-29.0,-14.3,-25.5,-28.6,-9.9,-28.5,-36.4,2.0
-26.0,-29.5,-2.9,-33.7,-20.3,-28.4,-21.8,-29.6,-27.9,-13.3,-21.0,-23.6,2.0
-32.1,-21.4,-3.0,-38.4,-28.6,-28.0,-15.9,-31.0,-30.3,-11.1,-22.3,-39.9,2.0
-30.2,-20.6,-1.5,-36.1,-21.7,-32.5,-19.2,-31.6,-31.6,-16.5,-23.4,-39.6,2.0
-26.9,-20.6,-12.2,-28.1,-14.5,-24.6,-13.7,-24.8,-23.4,-8.0,-25.3,-31.6,2.0
-29.1,-30.0,-3.4,-37.3,-23.4,-32.2,-20.8,-35.2,-30.6,-10.6,-24.6,-38.9,2.0
-28.3,-25.9,-1.2,-38.2,-22.5,-33.5,-21.6,-30.0,-30.4,-15.7,-30.3,-37.6,2.0
-33.4,-27.5,-1.5,-35.3,-22.8,-31.9,-16.7,-29.3,-31.4,-11.9,-26.7,-40.8,2.0
-32.6,-25.8,-3.5,-35.4,-23.3,-31.8,-19.4,-28.7,-29.9,-11.5,-21.6,-38.3,2.0
-30.8,-25.6,-2.5,-34.4,-28.3,-30.7,-16.6,-30.0,-29.9,-10.1,-19.5,-42.3,2.0
